,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures
2972,42176,parkinson-speech-uci,1,1140,active,arff,,,,0.0,754.0,756.0,0.0,0.0,754.0,0.0
2973,42177,echocardiogram-uci,1,1140,active,arff,57.0,,1.0,4.0,8.0,132.0,25.0,103.0,1.0,0.0
2974,42178,telco-customer-churn,1,1140,active,arff,5174.0,,1869.0,2.0,20.0,7043.0,0.0,0.0,3.0,0.0
2975,42182,Lorenz_attractor_regime_changes,1,10283,active,ARFF,,,,,4.0,4942.0,0.0,0.0,4.0,0.0
2976,42183,dataset_sales,1,10333,active,ARFF,,,,0.0,15.0,10738.0,0.0,0.0,15.0,0.0
2977,42184,Wine,3,10351,active,ARFF,,,,,12.0,1599.0,0.0,0.0,12.0,0.0
2978,42186,JuanFeldmanIris,1,10443,active,ARFF,50.0,3.0,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
2979,42188,premier_league_with_tda,1,10283,active,ARFF,,,,,20.0,2565.0,0.0,0.0,20.0,0.0
2980,42192,compas-two-years,3,10483,active,ARFF,2795.0,2.0,2483.0,2.0,14.0,5278.0,0.0,0.0,7.0,7.0
2981,42193,compas-two-years,4,10483,active,ARFF,2795.0,2.0,2483.0,2.0,14.0,5278.0,0.0,0.0,7.0,7.0
2982,42194,Football_players_Fifa_stats,1,10283,active,ARFF,,,,,42.0,183978.0,3624.0,47301.0,38.0,0.0
2983,42195,premier_league_matches_2014_2015,1,10283,active,ARFF,,,,,38.0,380.0,9.0,9.0,32.0,0.0
2984,42196,serie_a_matches_2015_2016,1,10283,active,ARFF,,,,,38.0,379.0,44.0,44.0,34.0,0.0
2985,42197,Premier_League_matches,1,10283,active,ARFF,,,,,17.0,2961.0,0.0,0.0,16.0,0.0
2986,42198,Premier_League_odds_and_prob,1,10283,active,ARFF,,,,,11.0,323.0,0.0,0.0,11.0,0.0
2987,42199,Player_names,1,10283,active,ARFF,,,,,3.0,11009.0,0.0,0.0,2.0,0.0
2988,42200,Mine,1,10362,active,ARFF,,2.0,,,37.0,69.0,0.0,0.0,36.0,1.0
2989,42201,sbilifeNSE,1,10538,active,ARFF,,245.0,,,15.0,245.0,0.0,0.0,0.0,15.0
2990,42202,Chaos_detection_in_Duffing_system,1,10283,active,ARFF,,,,,26.0,2493200.0,0.0,0.0,26.0,0.0
2991,42203,Duffing_system_phase_transition,1,10283,active,ARFF,,,,,4.0,9983.0,0.0,0.0,4.0,0.0
2992,42204,punch,1,10328,active,ARFF,,221.0,,,1.0,221.0,0.0,0.0,0.0,1.0
2993,42206,porto-seguro,2,1475,active,ARFF,573518.0,104.0,21694.0,2.0,38.0,595212.0,470281.0,846458.0,12.0,26.0
2994,42207,particulate-matter-ukair-2017,2,1475,active,ARFF,,53.0,,0.0,10.0,394299.0,0.0,0.0,4.0,5.0
2995,42208,nyc-taxi-green-dec-2016,2,1475,active,ARFF,,,,0.0,15.0,581835.0,0.0,0.0,4.0,9.0
2996,42218,Node_Embedding,1,10712,active,ARFF,,,,,30.0,1069964.0,0.0,0.0,30.0,0.0
2997,42220,Edge_Embedding,1,10712,active,ARFF,,,,,30.0,1151940.0,0.0,0.0,30.0,0.0
2998,42223,dataset-autoHorse_fixed,1,10792,active,ARFF,2.0,,1.0,186.0,69.0,201.0,0.0,0.0,68.0,1.0
2999,42224,dataset-autoHorse_fixed,2,10792,active,ARFF,,,,0.0,69.0,201.0,0.0,0.0,69.0,0.0
3000,42225,diamonds,1,1140,active,arff,,,,0.0,10.0,53940.0,0.0,0.0,7.0,3.0
3001,42231,hisua,1,10967,active,ARFF,,,,,3.0,366.0,0.0,0.0,2.0,1.0
3002,42233,test001,1,10981,active,ARFF,,,,,9.0,768.0,0.0,0.0,8.0,1.0
3003,42236,datapm2.5,1,11047,active,ARFF,,,,,10.0,43800.0,0.0,0.0,10.0,0.0
3004,42252,Asteroid_Dataset,1,10666,active,arff,125975.0,,156.0,2.0,34.0,126131.0,96.0,99.0,31.0,2.0
3005,42256,Asteroid_Dataset,2,10666,active,arff,125975.0,,156.0,2.0,34.0,126131.0,96.0,99.0,32.0,1.0
3006,42259,Test,4,10831,active,ARFF,,,,,8.0,6330.0,0.0,0.0,7.0,1.0
3007,42260,Nishant,1,11450,active,ARFF,,,,,4.0,10.0,2.0,2.0,2.0,2.0
3008,42261,iris-example,1,348,active,ARFF,50.0,,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
3009,42328,SolarPower,1,11551,active,ARFF,,,,,5.0,204.0,0.0,0.0,5.0,0.0
3010,42332,SoilKsatDB,1,11535,active,ARFF,,,,,,,,,,
3011,42333,SoilHydroDB,1,11535,active,ARFF,,,,,,,,,,
3012,42334,digits_wrote,1,11667,active,ARFF,,,,,,,,,,
3013,42336,sbox_sar,2,11684,active,ARFF,,,,,32.0,10000.0,0.0,0.0,32.0,0.0
3014,42337,nadeem,1,10974,active,ARFF,,,,,11.0,100.0,0.0,0.0,0.0,11.0
3015,42343,KDD98,3,1475,active,ARFF,72628.0,,9690.0,2.0,478.0,82318.0,82318.0,2399311.0,341.0,137.0
3016,42344,sf-police-incidents,5,1475,active,ARFF,269319.0,,269319.0,2.0,7.0,538638.0,0.0,0.0,1.0,6.0
3017,42345,Traffic_violations,5,1475,active,ARFF,34382.0,,3506.0,3.0,21.0,70340.0,957.0,2288.0,1.0,20.0
3018,42347,test,5,11796,active,ARFF,,,,,5.0,748.0,0.0,0.0,4.0,1.0
3019,42349,datasets-uta4,1,11806,active,ARFF,,,,,62.0,31.0,0.0,0.0,62.0,0.0
3020,42351,UCI-student-performance-por,1,1935,active,ARFF,,,,0.0,33.0,649.0,0.0,0.0,16.0,0.0
3021,42352,UCI-student-performance-mat,1,1935,active,ARFF,,,,0.0,33.0,395.0,0.0,0.0,16.0,0.0
3022,42359,CSM,1,64,active,ARFF,,,,,14.0,232.0,45.0,60.0,13.0,1.0
3023,42360,DEE,1,64,active,ARFF,,,,0.0,7.0,365.0,0.0,0.0,7.0,0.0
3024,42361,ELE-1,1,64,active,ARFF,,,,0.0,3.0,495.0,0.0,0.0,3.0,0.0
3025,42362,ELE-2,1,64,active,ARFF,,,,0.0,5.0,1056.0,0.0,0.0,5.0,0.0
3026,42363,forest_fires,1,64,active,ARFF,,,,0.0,13.0,517.0,0.0,0.0,11.0,2.0
3027,42364,laser,1,64,active,ARFF,,,,0.0,5.0,993.0,0.0,0.0,5.0,0.0
3028,42365,optical_interconnection_network,1,64,active,ARFF,,,,,10.0,640.0,0.0,0.0,8.0,2.0
3029,42366,residential_building,1,64,active,ARFF,,,,0.0,109.0,372.0,0.0,0.0,109.0,0.0
3030,42367,treasury,1,64,active,ARFF,,,,0.0,16.0,1049.0,0.0,0.0,16.0,0.0
3031,42368,weather_ankara,1,64,active,ARFF,,,,0.0,10.0,321.0,0.0,0.0,10.0,0.0
3032,42369,weather_izmir,1,64,active,ARFF,,,,0.0,10.0,1461.0,0.0,0.0,10.0,0.0
3033,42370,yacht_hydrodynamics,1,64,active,ARFF,,,,0.0,7.0,308.0,0.0,0.0,7.0,0.0
3034,42371,CSM,2,64,active,ARFF,,,,,13.0,231.0,44.0,46.0,13.0,0.0
3035,42372,autoMpg,3,64,active,ARFF,,,,0.0,6.0,392.0,0.0,0.0,6.0,0.0
3036,42395,SantanderCustomerSatisfaction,1,2902,active,arff,179902.0,,20098.0,2.0,202.0,200000.0,0.0,0.0,200.0,1.0
3037,42396,aloi,3,2902,active,arff,108.0,,108.0,1000.0,129.0,108000.0,0.0,0.0,128.0,1.0
3038,42397,CreditCardFraudDetection,2,2902,active,arff,284315.0,,492.0,2.0,31.0,284807.0,0.0,0.0,30.0,1.0
3039,42399,Test,7,11939,active,ARFF,,,,,10.0,958.0,0.0,0.0,0.0,10.0
3040,42400,Test,8,11939,active,ARFF,,,,,1.0,2.0,0.0,0.0,0.0,1.0
3041,42401,TestTICTACTOE,1,12042,active,ARFF,,,,,10.0,958.0,0.0,0.0,0.0,10.0
3042,42402,filmrev,1,11939,active,ARFF,,,,,1.0,8.0,0.0,0.0,0.0,1.0
3043,42403,fetch_openml_test,1,11939,active,ARFF,,,,,2.0,2.0,0.0,0.0,1.0,1.0
3044,42404,fetch_openml_test2,1,11939,active,ARFF,,,,,2.0,2.0,0.0,0.0,1.0,1.0
3045,42405,fetch_openml_test,2,11939,active,ARFF,,,,,2.0,2.0,0.0,0.0,1.0,1.0
3046,42406,hate_det,1,11939,active,ARFF,,,,,1.0,2.0,0.0,0.0,0.0,1.0
3047,42407,hate_det2,1,11939,active,ARFF,,,,,2.0,2.0,0.0,0.0,1.0,1.0
3048,42408,hate_det3,1,11939,active,ARFF,,,,,2.0,2.0,0.0,0.0,1.0,1.0
3049,42410,hate_det5,1,11939,active,ARFF,,,,,1.0,2.0,0.0,0.0,0.0,1.0
3050,42411,hate_sample_cln,1,11939,active,ARFF,,,,,1.0,2.0,0.0,0.0,0.0,1.0
3051,42414,hate_det4,1,11939,active,ARFF,,,,,2.0,2.0,0.0,0.0,1.0,1.0
3052,42416,hate_det3b,1,11939,active,ARFF,,,,,2.0,2.0,0.0,0.0,1.0,1.0
3053,42417,hate_det5,2,11939,active,ARFF,,,,,2.0,2.0,0.0,0.0,1.0,1.0
3054,42418,hate_det5,3,11939,active,ARFF,,,,,2.0,2.0,0.0,0.0,1.0,1.0
3055,42419,hate_det6,1,11939,active,ARFF,,,,,2.0,2.0,0.0,0.0,1.0,1.0
3056,42422,hate_det9,1,11939,active,ARFF,,,,,2.0,3.0,0.0,0.0,1.0,1.0
3057,42423,hate_det10,1,11939,active,ARFF,,,,,2.0,3.0,0.0,0.0,1.0,1.0
3058,42424,hate_det11,1,11939,active,ARFF,,,,,1.0,3.0,0.0,0.0,0.0,1.0
3059,42425,hate_det12,1,11939,active,ARFF,,,,,2.0,3.0,0.0,0.0,1.0,1.0
3060,42426,hate_det13,1,11939,active,ARFF,,,,,2.0,3.0,0.0,0.0,1.0,1.0
3061,42428,hate_det13_dnl,1,11939,active,ARFF,,,,,2.0,3.0,0.0,0.0,1.0,1.0
3062,42430,fake_det,1,11939,active,ARFF,,,,,2.0,6.0,0.0,0.0,1.0,1.0
3063,42433,fntest_sh,1,11939,active,ARFF,,,,,2.0,44.0,0.0,0.0,1.0,1.0
3064,42435,SantanderCustomerSatisfaction,2,2902,active,arff,179902.0,,20098.0,2.0,202.0,200000.0,0.0,0.0,200.0,2.0
3065,42436,Titanic,5,12282,active,arff,,,,0.0,8.0,891.0,0.0,0.0,8.0,0.0
3066,42437,titanic,6,12281,active,arff,,,,0.0,8.0,891.0,0.0,0.0,8.0,0.0
3067,42438,Titanic,7,12282,active,arff,,,,0.0,8.0,891.0,0.0,0.0,8.0,0.0
3068,42439,titanic_1,1,12281,active,arff,,,,0.0,8.0,891.0,0.0,0.0,8.0,0.0
3069,42440,titanic_1,2,12281,active,arff,,,,,8.0,891.0,0.0,0.0,8.0,0.0
3070,42441,titanic_1,3,12281,active,arff,,,,,8.0,891.0,0.0,0.0,8.0,0.0
3071,42442,titanic_2,1,12281,active,arff,,,,,8.0,891.0,0.0,0.0,8.0,0.0
3072,42443,titanic_2,2,12281,active,arff,,,,,8.0,891.0,0.0,0.0,8.0,0.0
3073,42444,titanic_2,3,12281,active,arff,,,,0.0,8.0,891.0,0.0,0.0,8.0,0.0
3074,42445,titanic_3,1,12281,active,arff,,,,0.0,8.0,891.0,0.0,0.0,8.0,0.0
3075,42450,Toxic_comment,1,11939,active,ARFF,,,,,8.0,2.0,0.0,0.0,6.0,2.0
3076,42454,mlr_knn_rng,1,869,active,ARFF,,,,,13.0,111753.0,0.0,0.0,9.0,0.0
3077,42455,mlr_glmnet_rng,1,869,active,ARFF,,,,,10.0,104820.0,0.0,0.0,7.0,0.0
3078,42456,mlr_svm_rng,1,869,active,ARFF,,,,,15.0,540576.0,540576.0,658962.0,9.0,0.0
3079,42457,mlr_rpart_rng,1,869,active,ARFF,,,,,12.0,92067.0,0.0,0.0,9.0,0.0
3080,42458,mlr_ranger_rng,1,869,active,ARFF,,,,,16.0,278863.0,138559.0,138965.0,10.0,0.0
3081,42459,mlr_xgboost_rng,1,869,active,ARFF,,,,,21.0,2955210.0,2450204.0,7051006.0,17.0,0.0
3082,42460,Dataset,1,12366,active,ARFF,,,,,12.0,63.0,52.0,52.0,0.0,12.0
3083,42462,Test_vectors,1,11939,active,ARFF,,,,,3.0,2.0,0.0,0.0,1.0,2.0
3084,42463,Test_vectors2,1,11939,active,ARFF,,,,,3.0,9.0,0.0,0.0,1.0,2.0
3085,42464,Waterstress,1,10661,active,ARFF,,,,0.0,23.0,1188.0,0.0,0.0,23.0,0.0
3086,42468,hls4ml_lhc_jets_hlf,1,12442,active,ARFF,167851.0,,161066.0,5.0,17.0,830000.0,0.0,0.0,16.0,1.0
3087,42470,hate_news,1,11939,active,ARFF,,,,,2.0,1556.0,0.0,0.0,1.0,1.0
3088,42471,hate_news2,1,11939,active,ARFF,,,,,3.0,589.0,0.0,0.0,1.0,2.0
3089,42472,hate_news3,1,11939,active,ARFF,,,,,3.0,1556.0,0.0,0.0,1.0,2.0
3090,42476,Test_vectors_length,1,11939,active,ARFF,,,,,,,,,,
3091,42477,default-of-credit-card-clients,1,9822,active,ARFF,23364.0,,6636.0,2.0,24.0,30000.0,0.0,0.0,23.0,1.0
3092,42480,Test_vectors_sm,1,11939,active,ARFF,,,,,11.0,2.0,0.0,0.0,10.0,1.0
3093,42486,hate_news4,1,11939,active,ARFF,,,,,3.0,2.0,0.0,0.0,2.0,1.0
3094,42487,Test_2vectors,1,11939,active,ARFF,,,,,4.0,2.0,0.0,0.0,3.0,1.0
3095,42488,Test_3vectors,1,11939,active,ARFF,,,,,5.0,2.0,0.0,0.0,4.0,1.0
3096,42489,Test_3vectors_num,1,11939,active,ARFF,,,,,5.0,2.0,0.0,0.0,4.0,1.0
3097,42491,Test_3vectors_num_let,1,11939,active,ARFF,,,,,5.0,4.0,0.0,0.0,3.0,2.0
3098,42492,Test_5vectors_num,1,11939,active,ARFF,,,,,7.0,4.0,0.0,0.0,5.0,2.0
3099,42493,airlines,3,1475,active,ARFF,14934.0,,12035.0,2.0,8.0,26969.0,0.0,0.0,2.0,6.0
3100,42495,delays_zurich_transport,2,1475,active,ARFF,,,,0.0,18.0,27327.0,657.0,657.0,13.0,5.0
3101,42496,seattlecrime6,2,1475,active,ARFF,,,,0.0,8.0,52358.0,327.0,650.0,3.0,5.0
3102,42498,Test_vectors_500,1,11939,active,ARFF,,,,,2909.0,589.0,0.0,0.0,2908.0,1.0
3103,42499,Test_vectors_1500,1,11939,active,ARFF,,,,,5629.0,1557.0,0.0,0.0,5628.0,1.0
3104,42530,Midwest_Survey,11,11601,active,arff,758.0,,94.0,10.0,28.0,2778.0,355.0,1744.0,0.0,26.0
3105,42532,Midwest_Survey_nominal,1,11601,active,arff,758.0,,94.0,10.0,28.0,2778.0,355.0,1744.0,0.0,28.0
3106,42533,Test_vectors_1500_repaired,1,11939,active,ARFF,,,,,5629.0,1556.0,0.0,0.0,5628.0,1.0
3107,42535,TEST10e627dcde-UploadTestWithURL,1,8309,active,ARFF,,,,,5.0,150.0,0.0,0.0,4.0,1.0
3108,42538,Test_vectors_1500_notrans,1,11939,active,ARFF,,,,,49.0,4.0,0.0,0.0,49.0,0.0
3109,42543,Touch,1,12712,active,ARFF,,,,,11.0,265.0,0.0,0.0,10.0,1.0
3110,42544,Touch2,1,12712,active,ARFF,47.0,,27.0,8.0,11.0,265.0,0.0,0.0,10.0,1.0
3111,42545,stock_fardamento02,1,12700,active,ARFF,,,,0.0,7.0,6277.0,0.0,0.0,6.0,1.0
3112,42546,Test_vectors_1500_notrans2,1,11939,active,ARFF,,,,,49.0,4.0,0.0,0.0,48.0,1.0
3113,42547,Test_vectors_test_other,1,11939,active,ARFF,,,,,7.0,601.0,0.0,0.0,0.0,7.0
3114,42548,Test_vectors_notrans_posneg,1,11939,active,ARFF,,,,,49.0,4.0,0.0,0.0,48.0,1.0
3115,42549,Test_vectors_1500_notrans_posneg,1,11939,active,ARFF,,,,,5628.0,1556.0,0.0,0.0,5627.0,1.0
3116,42550,Test_vectors_trans_posneg,1,11939,active,ARFF,,,,,5629.0,1556.0,0.0,0.0,5627.0,2.0
3117,42551,Test_vectors_trans_posneg2,1,11939,active,ARFF,,,,,5629.0,1556.0,0.0,0.0,5627.0,2.0
3118,42552,Test_vectors_trans_posneg3,1,11939,active,ARFF,,,,,5629.0,1557.0,0.0,0.0,5627.0,2.0
3119,42553,BitcoinHeist_Ransomware,1,2,active,arff,2875284.0,,1.0,29.0,10.0,2916697.0,0.0,0.0,8.0,1.0
3120,42554,test_hate_vects,1,11939,active,ARFF,3.0,,1.0,2.0,50.0,4.0,0.0,0.0,48.0,2.0
3121,42555,test_hate_vects2,1,11939,active,ARFF,,,,,50.0,4.0,0.0,0.0,48.0,2.0
3122,42556,test_hate_vects3,1,11939,active,ARFF,,,,,5629.0,1557.0,0.0,0.0,5627.0,2.0
3123,42557,test_hate_vects4,1,11939,active,ARFF,,,,,5629.0,1557.0,0.0,0.0,5627.0,2.0
3124,42558,demo_hate,1,11939,active,ARFF,,,,,50.0,4.0,0.0,0.0,48.0,2.0
3125,42559,medical_charges_nominal,1,11601,active,arff,,,,0.0,12.0,163065.0,0.0,0.0,4.0,8.0
3126,42563,house_prices_nominal,1,11601,active,arff,,,,0.0,80.0,1460.0,1460.0,6965.0,37.0,43.0
3127,42564,RB_Leipzig_18_19,1,12751,active,Sparse_ARFF,,,,,1.0,102.0,0.0,0.0,0.0,1.0
3128,42565,1m,1,8706,active,ARFF,,,,,36.0,3892.0,0.0,0.0,35.0,1.0
3129,42566,mydata,1,8706,active,ARFF,,,,,36.0,3892.0,0.0,0.0,35.0,1.0
3130,42570,Mercedes_Benz_Greener_Manufacturing,2,11601,active,arff,,,,0.0,377.0,4209.0,0.0,0.0,369.0,8.0
3131,42571,Allstate_Claims_Severity,1,11601,active,arff,,,,0.0,131.0,188318.0,0.0,0.0,15.0,116.0
3132,42572,Santander_transaction_value,1,11601,active,arff,,,,0.0,4992.0,4459.0,0.0,0.0,4992.0,0.0
3133,42575,Ishwar,1,12851,active,ARFF,,,,,22.0,2205.0,0.0,0.0,17.0,5.0
3134,42585,penguins,1,13013,active,ARFF,152.0,,68.0,3.0,7.0,344.0,10.0,18.0,4.0,3.0
3135,42603,train,2,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3136,42604,train,3,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3137,42605,train,4,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3138,42606,train,5,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3139,42607,train,6,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3140,42608,diabetes,5,13214,active,ARFF,,,,,9.0,768.0,0.0,0.0,8.0,1.0
3141,42609,train,7,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3142,42610,train,8,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3143,42611,train,9,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3144,42612,train,10,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3145,42613,train,11,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3146,42614,train,12,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3147,42615,train,13,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3148,42616,train,14,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3149,42617,train,15,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3150,42618,train,16,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3151,42619,train,17,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3152,42620,train,18,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3153,42621,train,19,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3154,42622,train,20,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3155,42623,train,21,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3156,42624,train,22,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3157,42625,train,23,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3158,42626,train,24,11598,active,arff,,,,,12.0,891.0,708.0,866.0,7.0,0.0
3159,42627,dataset_31_credit-g,1,11598,active,arff,,,,,21.0,1000.0,0.0,0.0,7.0,0.0
3160,42628,dataset_31_credit-g,2,11598,active,arff,,,,,21.0,1000.0,0.0,0.0,7.0,0.0
3161,42629,dataset_31_credit-g,3,11598,active,arff,,,,,21.0,1000.0,0.0,0.0,7.0,0.0
3162,42630,dataset_31_credit-g,4,11598,active,arff,,,,,21.0,1000.0,0.0,0.0,7.0,0.0
3163,42631,dataset_31_credit-g,5,11598,active,arff,,,,,21.0,1000.0,0.0,0.0,7.0,0.0
3164,42632,dataset_31_credit-g,6,11598,active,arff,,,,,21.0,1000.0,0.0,0.0,7.0,0.0
3165,42633,dataset_31_credit-g,7,11598,active,arff,,,,,21.0,1000.0,0.0,0.0,7.0,0.0
3166,42635,house_sales_reduced,1,14480,active,ARFF,,,,0.0,21.0,21613.0,0.0,0.0,20.0,1.0
3167,42636,Long,1,14518,active,ARFF,,,,0.0,20.0,4477.0,0.0,0.0,20.0,0.0
3168,42637,titanic,8,14765,active,ARFF,,,,,8.0,891.0,689.0,689.0,3.0,5.0
3169,42638,titanic,9,14765,active,ARFF,549.0,,342.0,2.0,8.0,891.0,689.0,689.0,3.0,5.0
3170,42641,phish_url,1,15317,active,ARFF,5342.0,,2477.0,5.0,80.0,18982.0,0.0,0.0,79.0,1.0
3171,42642,dataset_53_heart-statlog,1,11598,active,arff,,,,,14.0,270.0,0.0,0.0,13.0,0.0
3172,42643,dataset_time,1,11598,active,arff,,,,,14.0,270.0,0.0,0.0,13.0,0.0
3173,42644,dataset_time,2,11598,active,arff,,,,,14.0,270.0,0.0,0.0,13.0,0.0
3174,42645,dataset_time,3,11598,active,arff,,,,,14.0,270.0,0.0,0.0,13.0,0.0
3175,42646,dataset_time_2,1,11598,active,arff,,,,,21.0,1000.0,0.0,0.0,7.0,0.0
3176,42647,dataset_time_3,1,11598,active,arff,,,,,9.0,4324.0,3360.0,3360.0,2.0,0.0
3177,42648,dataset_time_4,1,11598,active,arff,,,,,6.0,60197.0,7052.0,42138.0,0.0,0.0
3178,42649,dataset_time_4,2,11598,active,arff,,,,,6.0,60197.0,7052.0,42138.0,0.0,0.0
3179,42650,dataset_time_4,3,11598,active,arff,,,,,6.0,60197.0,7052.0,42138.0,0.0,0.0
3180,42651,dataset_time_4,4,11598,active,arff,,,,,6.0,60197.0,7052.0,42138.0,0.0,0.0
3181,42652,dataset_time_5,1,11598,active,arff,,,,,7.0,2580.0,2539.0,2541.0,1.0,0.0
3182,42653,dataset_time_1,1,11598,active,arff,,,,,14.0,270.0,0.0,0.0,13.0,0.0
3183,42654,dataset_time_6,1,11598,active,arff,,,,,10.0,8553.0,8088.0,18454.0,5.0,0.0
3184,42655,dataset_time_5,2,11598,active,arff,,,,,7.0,2580.0,2539.0,2541.0,1.0,0.0
3185,42656,dataset_time_7,1,11598,active,arff,,,,,16.0,20058.0,0.0,0.0,6.0,1.0
3186,42657,dataset_time_8,1,11598,active,arff,,,,,11.0,16598.0,307.0,329.0,7.0,0.0
3187,42658,dataset_time_4,5,11598,active,arff,,,,,6.0,60197.0,21385.0,128136.0,0.0,0.0
3188,42659,dataset_time_4,6,11598,active,arff,,,,,6.0,60197.0,21385.0,128136.0,0.0,0.0
3189,42660,SalaryData,1,15474,active,ARFF,,,,,2.0,31.0,0.0,0.0,0.0,2.0
3190,42661,iris,46,11598,active,arff,,,,,5.0,150.0,0.0,0.0,4.0,0.0
3191,42662,dataset_time_8,2,11598,active,arff,,,,,8.0,336.0,0.0,0.0,7.0,0.0
3192,42663,dataset_time_9,1,11598,active,arff,,,,,4.0,2178.0,0.0,0.0,4.0,0.0
3193,42664,dataset_time_10,1,11598,active,arff,,,,,23.0,8124.0,2480.0,2480.0,0.0,0.0
3194,42665,ricci_vs_destefano,1,443,active,ARFF,62.0,,56.0,2.0,6.0,118.0,0.0,0.0,3.0,0.0
3195,42667,ZOO,3,11598,active,arff,,,,,18.0,101.0,0.0,0.0,1.0,15.0
3196,42668,auml_url_1,1,15317,active,ARFF,,,,0.0,501.0,121001.0,0.0,0.0,501.0,0.0
3197,42669,auml_url_2,1,15317,active,ARFF,,,,0.0,13.0,95911.0,0.0,0.0,13.0,0.0
3198,42670,auml_url_3,1,15317,active,ARFF,5342.0,,2477.0,5.0,80.0,18982.0,0.0,0.0,79.0,1.0
3199,42671,auml_web_1,1,15317,active,ARFF,,,,0.0,31.0,11055.0,0.0,0.0,31.0,0.0
3200,42672,auml_eml_1_a,1,15317,active,ARFF,,,,0.0,4.0,4585.0,0.0,0.0,2.0,2.0
3201,42673,auml_eml_1_b,1,15317,active,ARFF,,,,0.0,24.0,4585.0,7.0,161.0,24.0,0.0
3202,42674,auml_eml_1_c,1,15317,active,ARFF,,,,0.0,792.0,4585.0,0.0,0.0,792.0,0.0
3203,42675,auml_eml_1_d,1,15317,active,ARFF,,,,0.0,11.0,4585.0,0.0,0.0,11.0,0.0
3204,42676,auml_eml_1_e,1,15317,active,ARFF,,,,0.0,580.0,4585.0,0.0,0.0,580.0,0.0
3205,42677,auml_eml_2,1,15317,active,ARFF,,,,0.0,4.0,11507.0,0.0,0.0,2.0,2.0
3206,42680,RelevantImagesDatasetTEST,1,17002,active,ARFF,129149.0,,5582.0,2.0,31.0,134731.0,0.0,0.0,27.0,4.0
3207,42682,wingstop_stock_prices,1,17471,active,ARFF,,,,,7.0,1259.0,0.0,0.0,6.0,1.0
3208,42688,Brazilian_houses,4,11601,active,arff,,,,0.0,13.0,10692.0,0.0,0.0,9.0,4.0
3209,42689,MY_DB,1,17516,active,ARFF,,,,,7.0,120.0,0.0,0.0,0.0,7.0
3210,42690,weather,11,17510,active,ARFF,,,,,5.0,14.0,0.0,0.0,2.0,3.0
3211,42691,weather,12,17510,active,ARFF,,,,,5.0,14.0,0.0,0.0,2.0,3.0
3212,42692,test,9,17510,active,ARFF,,,,,5.0,2.0,0.0,0.0,4.0,1.0
3213,42693,testdata,2,17510,active,ARFF,,,,,5.0,5.0,0.0,0.0,4.0,1.0
3214,42694,testnew2,1,17510,active,ARFF,,,,,6.0,2.0,0.0,0.0,5.0,1.0
3215,42695,test3,1,17510,active,ARFF,,,,,8.0,2.0,0.0,0.0,7.0,1.0
3216,42699,iris,47,348,active,ARFF,,,,,5.0,150.0,0.0,0.0,4.0,1.0
3217,42700,iris,48,348,active,ARFF,50.0,,50.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0
3218,42701,Methane,1,671,active,ARFF,,,,,34.0,9199930.0,0.0,0.0,33.0,1.0
3219,42702,test4,1,17510,active,ARFF,,,,,8.0,26.0,0.0,0.0,7.0,1.0
3220,42703,NEERI,1,17509,active,ARFF,,,,,8.0,26.0,0.0,0.0,7.0,1.0
3221,42705,Yolanda,2,11601,active,arff,,,,0.0,101.0,400000.0,0.0,0.0,101.0,0.0
3222,42706,Flora,1,11601,active,arff,,,,0.0,200001.0,99.0,0.0,0.0,200001.0,0.0
